0.0	0.0
0.3594	0.9644
0.7398	0.9994
0.8682	1.0
0.9169	1.0
0.9401	1.0
0.9527	1.0
0.9607	1.0
0.966	1.0
0.9738	1.0
0.9727	1.0
0.9765	1.0
0.9781	1.0
0.9817	1.0
0.982	1.0
0.9809	1.0
0.9821	1.0
0.9819	1.0
0.9829	1.0
0.9837	1.0
0.9847	1.0
0.9823	1.0
0.9852	1.0
0.9848	1.0
0.9834	1.0
0.985	1.0
0.986	1.0
0.9867	1.0
0.9856	1.0
0.9847	1.0
0.9862	1.0
0.9865	1.0
0.9841	1.0
0.9869	1.0
0.9865	1.0
0.9853	1.0
0.987	1.0
0.9856	1.0
0.9845	1.0
0.9857	1.0
0.9866	1.0
0.9866	1.0
0.9872	1.0
0.986	1.0
0.9852	1.0
0.9859	1.0
0.9865	1.0
0.9867	1.0
0.9867	1.0
0.9865	1.0
