0.0	0.0
0.0331	0.2227
0.0626	0.3219
0.0972	0.4097
0.1259	0.4807
0.1519	0.5451
0.1745	0.5962
0.2181	0.6532
0.2376	0.6842
0.2728	0.7318
0.302	0.7664
0.3267	0.7982
0.3645	0.8276
0.3916	0.8489
0.4146	0.8712
0.4413	0.8843
0.4644	0.9038
0.4979	0.9168
0.5302	0.9285
0.5378	0.9339
0.5605	0.9424
0.5704	0.9488
0.5934	0.9551
0.6128	0.9593
0.6167	0.9638
0.6312	0.9684
0.6467	0.9713
0.6428	0.9686
0.6615	0.9747
0.6584	0.975
0.6669	0.976
0.6731	0.9792
0.6833	0.982
0.6847	0.982
0.6886	0.9842
0.695	0.9827
0.7033	0.986
0.7063	0.9873
0.702	0.9854
0.6992	0.9862
0.7098	0.9888
0.7137	0.988
0.7189	0.9891
0.7174	0.9902
0.7233	0.9886
0.7211	0.9894
0.7196	0.9887
0.7157	0.9898
0.7203	0.9909
0.7242	0.9901
