0.0	0.0
0.0702	0.2982
0.0985	0.426
0.1292	0.5156
0.1672	0.5903
0.1973	0.639
0.2189	0.682
0.2463	0.7165
0.2725	0.7442
0.2974	0.7682
0.3178	0.7924
0.3284	0.806
0.3511	0.8221
0.3611	0.8392
0.3777	0.8553
0.3995	0.8641
0.4172	0.866
0.4173	0.8742
0.4383	0.8843
0.4412	0.8893
0.4526	0.8956
0.4648	0.9007
0.463	0.9041
0.473	0.9096
0.4856	0.9117
0.4907	0.9157
0.4985	0.9154
0.512	0.9251
0.5179	0.9306
0.5125	0.9245
0.5285	0.9335
0.5307	0.9326
0.5362	0.9345
0.5392	0.9351
0.5373	0.9399
0.5516	0.9421
0.5621	0.9471
0.5563	0.9446
0.5589	0.946
0.5632	0.9484
0.5653	0.946
0.5668	0.951
0.5762	0.9533
0.5706	0.9498
0.5771	0.9512
0.5818	0.9511
0.5838	0.9552
0.5816	0.9569
0.5875	0.9532
0.5826	0.9572
