0.0	0.0
0.1892	0.9044
0.5755	0.998
0.8257	0.9998
0.9171	1.0
0.9524	1.0
0.9684	1.0
0.9755	1.0
0.9796	1.0
0.9786	1.0
0.9851	1.0
0.9847	1.0
0.9851	1.0
0.9854	1.0
0.9872	1.0
0.9886	1.0
0.9885	1.0
0.9887	1.0
0.9869	1.0
0.9885	1.0
0.9883	1.0
0.9877	1.0
0.9887	1.0
0.9877	1.0
0.9896	1.0
0.9884	1.0
0.9912	1.0
0.9903	1.0
0.9881	1.0
0.9909	1.0
0.9892	1.0
0.9886	1.0
0.988	1.0
0.9896	1.0
0.9882	1.0
0.9879	1.0
0.987	1.0
0.9877	1.0
0.9885	1.0
0.9882	1.0
0.9905	1.0
0.9871	1.0
0.9876	1.0
0.9891	1.0
0.9886	1.0
0.9883	1.0
0.9866	1.0
0.9885	1.0
0.987	1.0
0.9884	1.0
