0.0	0.0
0.2492	0.4645
0.3364	0.6105
0.3718	0.684
0.388	0.7396
0.4282	0.7926
0.4381	0.8201
0.4526	0.8479
0.4666	0.8606
0.4735	0.8793
0.4845	0.8986
0.4933	0.9035
0.5104	0.915
0.5117	0.9209
0.5182	0.9315
0.5252	0.9345
0.5416	0.9425
0.5396	0.9419
0.5432	0.9491
0.5465	0.9511
0.5622	0.9574
0.5697	0.9592
0.579	0.9583
0.576	0.958
0.587	0.9629
0.5989	0.9656
0.6041	0.9632
0.609	0.9709
0.6141	0.9677
0.6104	0.9697
0.6238	0.9725
0.6259	0.9766
0.6323	0.976
0.6269	0.9751
0.6403	0.9768
0.6351	0.9769
0.6443	0.9783
0.6441	0.977
0.6432	0.9799
0.6495	0.9831
0.6505	0.9808
0.6547	0.9817
0.6649	0.9822
0.6647	0.9815
0.6638	0.9864
0.6772	0.9885
0.6792	0.9874
0.6791	0.9884
0.7003	0.9882
0.6999	0.9869
