0.0	0.0
0.251	0.7659
0.4512	0.9188
0.5496	0.9599
0.6466	0.9792
0.734	0.9901
0.7874	0.9933
0.8386	0.9962
0.8712	0.9974
0.8989	0.9975
0.9171	0.998
0.9264	0.999
0.9397	0.9994
0.9462	0.9996
0.9486	0.9996
0.9571	0.9997
0.9593	0.9998
0.9662	0.9999
0.9715	0.9998
0.9706	0.9999
0.9737	1.0
0.9741	1.0
0.9762	0.9999
0.9813	0.9999
0.9817	1.0
0.9829	1.0
0.9827	1.0
0.9844	1.0
0.9848	1.0
0.9884	1.0
0.9868	0.9999
0.99	1.0
0.9895	1.0
0.9904	1.0
0.9914	1.0
0.994	1.0
0.9928	1.0
0.994	1.0
0.994	1.0
0.9949	1.0
0.9955	1.0
0.9937	1.0
0.9957	1.0
0.9971	1.0
0.997	1.0
0.9967	1.0
0.9974	1.0
0.9964	1.0
0.9967	1.0
0.998	1.0
