0.0	0.0
0.2972	0.8088
0.4849	0.9291
0.5856	0.9635
0.6586	0.9797
0.7326	0.9895
0.7929	0.9933
0.8438	0.996
0.8719	0.9977
0.8963	0.997
0.9158	0.9991
0.9233	0.999
0.9344	0.9992
0.9454	0.9997
0.9531	0.9995
0.9571	1.0
0.9622	0.9998
0.9662	0.9999
0.9678	0.9999
0.9717	0.9999
0.9696	0.9999
0.9734	0.9999
0.9769	0.9999
0.9769	0.9999
0.9804	0.9998
0.9818	0.9999
0.9825	1.0
0.9861	0.9999
0.9873	0.9999
0.9852	0.9999
0.9878	1.0
0.988	1.0
0.9905	1.0
0.9903	1.0
0.9903	1.0
0.9926	1.0
0.9912	1.0
0.9922	1.0
0.993	1.0
0.9948	1.0
0.9948	1.0
0.995	1.0
0.9968	1.0
0.9967	1.0
0.9969	1.0
0.9959	1.0
0.9965	1.0
0.9967	1.0
0.9984	1.0
0.9974	1.0
