0.0	0.0
0.0313	0.2049
0.0769	0.3452
0.1158	0.4492
0.1565	0.5397
0.1963	0.6198
0.231	0.6753
0.2604	0.7245
0.2893	0.7619
0.3294	0.7924
0.3691	0.8366
0.391	0.8665
0.4307	0.8899
0.4617	0.9107
0.4959	0.9278
0.5115	0.9466
0.5429	0.9503
0.5554	0.9617
0.5792	0.9694
0.5865	0.9758
0.5985	0.9758
0.6193	0.9814
0.6274	0.9844
0.65	0.9871
0.6529	0.989
0.6706	0.9911
0.6705	0.9909
0.6732	0.9917
0.6845	0.9914
0.6924	0.9936
0.6931	0.9927
0.7173	0.9942
0.708	0.9945
0.7069	0.9945
0.7183	0.9949
0.7162	0.9952
0.7224	0.9957
0.7357	0.9951
0.7311	0.9965
0.7433	0.9955
0.7475	0.9972
0.7512	0.9967
0.7525	0.9963
0.7559	0.9971
0.7559	0.9965
0.7573	0.9977
0.7571	0.9965
0.7665	0.997
0.7578	0.9975
0.768	0.9965
