0.0	0.0
0.0341	0.2321
0.0639	0.3339
0.0989	0.4181
0.1279	0.4868
0.1639	0.554
0.193	0.6085
0.2229	0.6555
0.2492	0.7037
0.2706	0.729
0.3075	0.7617
0.323	0.7889
0.3586	0.8223
0.3882	0.8405
0.4023	0.8588
0.4253	0.8733
0.4641	0.8936
0.488	0.9043
0.5199	0.9199
0.5379	0.932
0.5614	0.9423
0.5631	0.9443
0.5967	0.9503
0.5997	0.9557
0.6015	0.9612
0.6231	0.9616
0.6442	0.9654
0.6419	0.9688
0.653	0.9745
0.6528	0.9721
0.6674	0.9752
0.6721	0.9744
0.6743	0.977
0.6881	0.982
0.6827	0.9823
0.692	0.9823
0.6911	0.9813
0.702	0.9833
0.7022	0.9863
0.7087	0.9855
0.7041	0.9866
0.7155	0.9875
0.703	0.9881
0.7155	0.9868
0.714	0.9884
0.7184	0.9894
0.7213	0.9897
0.7247	0.9902
0.7184	0.9885
0.7183	0.9906
