0.0	0.0
0.3658	0.9574
0.4202	0.996
0.4814	1.0
0.5028	1.0
0.4884	1.0
0.4828	1.0
0.5118	1.0
0.5094	1.0
0.5184	1.0
0.5562	1.0
0.5486	1.0
0.555	1.0
0.5518	0.9964
0.578	0.9974
0.5798	0.9962
0.5722	0.9974
0.586	0.9978
0.5902	0.9956
0.5852	0.9966
0.5958	0.9968
0.5804	0.9972
0.6022	0.9972
0.6056	0.9952
0.612	0.9962
0.6194	0.9964
0.626	0.9974
0.6302	0.9986
0.6214	0.9968
0.6366	0.9974
0.6432	0.9964
0.6594	0.9984
0.6582	0.9966
0.6718	0.9972
0.6756	0.9968
0.68	0.997
0.7056	0.9972
0.7012	0.9972
0.7226	0.997
0.7174	0.9978
0.732	0.9976
0.752	0.998
0.7674	0.9978
0.7912	0.997
0.7944	0.9964
0.8202	0.9972
0.8264	0.997
0.8456	0.9976
0.8488	0.9974
0.854	0.9978
