0.0	0.0
0.4444	0.9792
0.4906	0.9894
0.5918	0.9956
0.6532	0.9976
0.675	0.9966
0.71	0.9968
0.7172	0.9974
0.75	0.9968
0.7536	0.9978
0.776	0.9962
0.7818	0.9972
0.7896	0.9972
0.78	0.9952
0.7954	0.9956
0.7986	0.9956
0.8014	0.994
0.8126	0.9952
0.795	0.9952
0.8194	0.9962
0.8098	0.9968
0.8158	0.9962
0.816	0.9954
0.816	0.9962
0.8236	0.9964
0.817	0.9958
0.8506	0.9954
0.8346	0.9972
0.8416	0.9966
0.8428	0.9944
0.8504	0.997
0.8412	0.9964
0.85	0.9942
0.8534	0.9942
0.8498	0.9942
0.8508	0.996
0.8496	0.9956
0.8514	0.996
0.8532	0.9968
0.8524	0.9952
0.8526	0.9972
0.8598	0.9958
0.8582	0.9962
0.8624	0.9968
0.871	0.9966
0.863	0.9968
0.8646	0.9962
0.861	0.9948
0.8678	0.9954
0.8856	0.9962
