0.0	0.0
0.7683	0.9841
0.8206	0.9893
0.8446	0.9909
0.8968	0.9918
0.8691	1.0
0.8475	1.0
0.8939	1.0
0.9091	1.0
0.8809	1.0
0.8815	1.0
0.9116	1.0
0.9141	1.0
0.9336	1.0
0.94	1.0
0.9409	1.0
0.9365	1.0
0.9376	1.0
0.9402	1.0
0.9455	1.0
0.9376	1.0
0.94	1.0
0.9338	1.0
0.9432	1.0
0.9452	1.0
0.9472	1.0
0.9493	1.0
0.961	1.0
0.9691	1.0
0.9679	1.0
0.9684	1.0
0.9678	1.0
0.9714	1.0
0.9707	1.0
0.9691	1.0
0.9678	1.0
0.9683	1.0
0.9703	1.0
0.9734	1.0
0.9676	1.0
0.9692	1.0
0.9704	1.0
0.9784	1.0
0.9758	1.0
0.9859	1.0
0.9863	1.0
0.9858	1.0
0.9905	1.0
1.0	1.0
1.0	1.0
