0.0	0.0
0.348	0.913
0.42425	0.96725
0.4915	0.99325
0.53075	0.998
0.5505	0.998
0.5625	0.9985
0.58375	0.99775
0.619	0.99775
0.6145	0.99625
0.638	0.99725
0.6365	0.99775
0.62425	0.9985
0.652	0.9985
0.63425	0.998
0.66575	0.9985
0.66575	0.998
0.662	0.998
0.6815	0.99875
0.68675	0.99875
0.691	0.99875
0.7005	0.9985
0.70575	0.99725
0.7165	0.99775
0.6955	0.9985
0.688	0.99875
0.702	0.999
0.69075	0.9965
0.683	0.998
0.69725	0.99875
0.69525	0.9985
0.69725	0.99825
0.7205	0.998
0.69525	0.99725
0.72425	0.998
0.7095	0.9975
0.717	0.99825
0.7215	0.9975
0.74325	0.998
0.74625	0.99725
0.753	0.99825
0.75925	0.99875
0.764	0.998
0.77475	0.99725
0.77275	0.99675
0.78225	0.9985
0.762	0.997
0.77125	0.997
0.7865	0.998
0.88275	0.9975
