0.0	0.0
0.3758	0.4873
0.5367	0.8664
0.5218	0.9037
0.5579	0.9018
0.5366	0.9372
0.4723	0.9723
0.5345	0.978
0.6227	0.9805
0.6185	0.9903
0.6199	0.9916
0.6768	0.9908
0.6734	0.9903
0.7134	0.9934
0.7279	0.9945
0.757	0.9924
0.7634	0.993
0.737	0.9936
0.7455	0.9925
0.755	0.9934
0.7391	0.9924
0.7479	0.9933
0.7568	0.9918
0.7706	0.9932
0.7592	0.9929
0.7741	0.9919
0.7711	0.9931
0.7621	0.9911
0.7511	0.9927
0.7617	0.9918
0.766	0.9932
0.7442	0.9917
0.7604	0.9923
0.7727	0.993
0.7766	0.9922
0.7873	0.9932
0.8019	0.9925
0.7925	0.9926
0.8037	0.9936
0.8099	0.9938
0.8343	0.9948
0.8423	0.9928
0.8646	0.9937
0.8814	0.9941
0.8889	0.9948
0.8963	0.9953
0.9069	0.9956
0.9166	0.9947
0.9304	0.9951
0.9346	0.994
